,img_url,Text
927,background: url(https://www.famousbirthdays.com/thumbnails/persson-markus-medium.jpg) no-repeat center center; background-size:cover;,"
10


James Franco, 44

Movie Actor

"
928,background: url(https://www.famousbirthdays.com/thumbnails/rida-flo-medium.jpg) no-repeat center center; background-size:cover;,"
11


Ashton Kutcher, 44

TV Actor

"
929,background: url(https://www.famousbirthdays.com/thumbnails/paul-aaron-medium.jpg) no-repeat center center; background-size:cover;,"
12


Rachel McAdams, 44

Movie Actress

"
930,background: url(https://www.famousbirthdays.com/thumbnails/mcknight-mindy-medium.jpg) no-repeat center center; background-size:cover;,"
13


Link Neal, 44

YouTube Star

"
931,background: url(https://www.famousbirthdays.com/thumbnails/flack-caroline-medium.jpg) no-repeat center center; background-size:cover;,"
14


Scott Cawthon, 44

Game Designer

"
932,background: url(https://www.famousbirthdays.com/thumbnails/haddish-tiffany-medium.jpg) no-repeat center center; background-size:cover;,"
15


Nicole Scherzinger, 44

Pop Singer

"
933,background: url(https://www.famousbirthdays.com/thumbnails/bee-mama-medium.jpg) no-repeat center center; background-size:cover;,"
16


Alesha Dixon, 44

Rapper

"
934,background: url(https://www.famousbirthdays.com/thumbnails/brandy-medium.jpg) no-repeat center center; background-size:cover;,"
17


Luis Fonsi, 44

Pop Singer

"
935,background: url(https://www.famousbirthdays.com/thumbnails/wentz-pete-medium.jpg) no-repeat center center; background-size:cover;,"
18


Gwendoline Christie, 44

Movie Actress

"
936,background: url(https://www.famousbirthdays.com/thumbnails/isaac-oscar-medium.jpg) no-repeat center center; background-size:cover;,"
19


Tamera Mowry, 44

TV Actress

"
937,background: url(https://www.famousbirthdays.com/thumbnails/mcavoy-james-medium.jpg) no-repeat center center; background-size:cover;,"
20


Anthony Mackie, 44

Movie Actor

"
938,background: url(https://www.famousbirthdays.com/thumbnails/game-medium.jpg) no-repeat center center; background-size:cover;,"
21


Tom Ellis, 44

TV Actor

"
939,background: url(https://www.famousbirthdays.com/thumbnails/morrison-jennifer-medium.jpg) no-repeat center center; background-size:cover;,"
22


Mandana Mani, 45

Fashion Designer

"
940,background: url(https://www.famousbirthdays.com/thumbnails/gorga-joe-medium.jpg) no-repeat center center; background-size:cover;,"
23


Kel Mitchell, 44

TV Actor

"
941,background: url(https://www.famousbirthdays.com/thumbnails/odom-lamar-medium.jpg) no-repeat center center; background-size:cover;,"
24


Mike Vitar, 44

Movie Actor

"
942,background: url(https://www.famousbirthdays.com/thumbnails/hoover-colleen-medium.jpg) no-repeat center center; background-size:cover;,"
25


Perez Hilton, 44

Blogger

"
943,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
26


Volodymyr Zelenskyy, 44

World Leader

"
944,background: url(https://www.famousbirthdays.com/thumbnails/evans-luke-medium.jpg) no-repeat center center; background-size:cover;,"
27


CM Punk, 44

Wrestler

"
945,background: url(https://www.famousbirthdays.com/thumbnails/shannon-june-medium.jpg) no-repeat center center; background-size:cover;,"
28


Katie Price, 44

Model

"
946,background: url(https://www.famousbirthdays.com/thumbnails/brees-drew-medium.jpg) no-repeat center center; background-size:cover;,"
29


January Jones, 45

TV Actress

"
947,background: url(https://www.famousbirthdays.com/thumbnails/strong-rider-medium.jpg) no-repeat center center; background-size:cover;,"
30


Katherine Heigl, 44

Movie Actress

"
948,background: url(https://www.famousbirthdays.com/thumbnails/ashmore-aaron-medium.jpg) no-repeat center center; background-size:cover;,"
31


Nelly Furtado, 44

Pop Singer

"
949,background: url(https://www.famousbirthdays.com/thumbnails/hayes-walker-medium.jpg) no-repeat center center; background-size:cover;,"
32


Bill Hader, 44

TV Actor

"
950,background: url(https://www.famousbirthdays.com/thumbnails/hewitt-jennifer-medium.jpg) no-repeat center center; background-size:cover;,"
33


Joanna Gaines, 44

Reality Star

"
951,background: url(https://www.famousbirthdays.com/thumbnails/kaling-mindy-medium.jpg) no-repeat center center; background-size:cover;,"
34


Tyrese Gibson, 44

R&B Singer

"
952,background: url(https://www.famousbirthdays.com/thumbnails/byrne-rose-medium.jpg) no-repeat center center; background-size:cover;,"
35


Diplo, 44

DJ

"
953,background: url(https://www.famousbirthdays.com/thumbnails/margera-bam-medium.jpg) no-repeat center center; background-size:cover;,"
36


Dianna Williams, 44

Reality Star

"
954,background: url(https://www.famousbirthdays.com/thumbnails/purdy-ashley-medium.jpg) no-repeat center center; background-size:cover;,"
37


AJ Cook, 44

TV Actress

"
955,background: url(https://www.famousbirthdays.com/thumbnails/mai-jeannie-medium.jpg) no-repeat center center; background-size:cover;,"
38


Michelle Rodriguez, 44

Movie Actress

"
956,background: url(https://www.famousbirthdays.com/thumbnails/cash-steve-medium.jpg) no-repeat center center; background-size:cover;,"
39


Katie Holmes, 44

TV Actress

"
957,background: url(https://www.famousbirthdays.com/thumbnails/qpark-medium.jpg) no-repeat center center; background-size:cover;,"
40


Manny Pacquiao, 44

Boxer

"
958,background: url(https://www.famousbirthdays.com/thumbnails/porter-scott-medium.jpg) no-repeat center center; background-size:cover;,"
41


Judith Barsi (1978-1988)

Voice Actress

"
959,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
42


Ginnifer Goodwin, 44

TV Actress

"
960,background: url(https://www.famousbirthdays.com/thumbnails/kardashian-kim-medium.jpg) no-repeat center center; background-size:cover;,"
43


Topher Grace, 44

Movie Actor

"
961,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
44


Justin Long, 44

Movie Actor

"
962,background: url(https://www.famousbirthdays.com/thumbnails/yoakum-matt-medium.jpg) no-repeat center center; background-size:cover;,"
45


Grim Superpop, 44

YouTube Star

"
963,background: url(https://www.famousbirthdays.com/thumbnails/cannon-nick-medium.jpg) no-repeat center center; background-size:cover;,"
46


Kenan Thompson, 44

TV Actor

"
964,background: url(https://www.famousbirthdays.com/thumbnails/tatum-channing-medium.jpg) no-repeat center center; background-size:cover;,"
47


Josh Dallas, 44

Movie Actor

"
965,background: url(https://www.famousbirthdays.com/thumbnails/gubler-matthew-medium.jpg) no-repeat center center; background-size:cover;,"
48


Matthew Davis, 44

TV Actor

"
966,background: url(https://www.famousbirthdays.com/thumbnails/ronaldinho-medium.jpg) no-repeat center center; background-size:cover;,1978 Movies
967,background: url(https://www.famousbirthdays.com/thumbnails/bratayley-katie-medium.jpg) no-repeat center center; background-size:cover;,1978 Shows
968,background: url(https://www.famousbirthdays.com/thumbnails/miranda-lin-manuel-medium.jpg) no-repeat center center; background-size:cover;,Died in 1978
969,background: url(https://www.famousbirthdays.com/thumbnails/gyllenhaal-jake-medium.jpg) no-repeat center center; background-size:cover;,"
1


Kourtney Kardashian, 43

Reality Star

"
970,background: url(https://www.famousbirthdays.com/thumbnails/gosling-ryan-medium.jpg) no-repeat center center; background-size:cover;,"
2


Kevin Hart, 43

Comedian

"
971,background: url(https://www.famousbirthdays.com/thumbnails/mane-gucci-medium.jpg) no-repeat center center; background-size:cover;,"
3


Chris Pratt, 43

Movie Actor

"
972,background: url(https://www.famousbirthdays.com/thumbnails/aguilera-christina-medium.jpg) no-repeat center center; background-size:cover;,"
4


Adam Levine, 43

Pop Singer

"
973,background: url(https://www.famousbirthdays.com/thumbnails/culkin-m-medium.jpg) no-repeat center center; background-size:cover;,"
5


Aaliyah (1979-2001)

R&B Singer

"
974,background: url(https://www.famousbirthdays.com/thumbnails/bratayley-billy-medium.jpg) no-repeat center center; background-size:cover;,"
6


Pink, 43

Pop Singer

"
975,background: url(https://www.famousbirthdays.com/thumbnails/bell-kristen-medium.jpg) no-repeat center center; background-size:cover;,"
7


Sheri Nicole, 43

TikTok Star

"
976,background: url(https://www.famousbirthdays.com/thumbnails/harris-tip-medium.jpg) no-repeat center center; background-size:cover;,"
8


Heath Ledger (1979-2008)

Movie Actor

"
977,background: url(https://www.famousbirthdays.com/thumbnails/carl-shay-medium.jpg) no-repeat center center; background-size:cover;,"
9


FGTeeV Mom, 43

YouTube Star

"
978,background: url(https://www.famousbirthdays.com/thumbnails/wilson-rebel-medium.jpg) no-repeat center center; background-size:cover;,"
10


Kate Hudson, 43

Movie Actress

"
979,background: url(https://www.famousbirthdays.com/thumbnails/mccaw-richie-medium.jpg) no-repeat center center; background-size:cover;,"
11


Jason Momoa, 43

Movie Actor

"
980,background: url(https://www.famousbirthdays.com/thumbnails/orton-randy-medium.jpg) no-repeat center center; background-size:cover;,"
12


Cooper Barnes, 43

TV Actor

"
981,background: url(https://www.famousbirthdays.com/thumbnails/rober-mark-medium.jpg) no-repeat center center; background-size:cover;,"
13


John Krasinski, 43

TV Actor

"
982,background: url(https://www.famousbirthdays.com/thumbnails/coffee-jason-medium.jpg) no-repeat center center; background-size:cover;,"
14


Ne-Yo, 43

R&B Singer

"
983,background: url(https://www.famousbirthdays.com/thumbnails/ricci-christina-medium.jpg) no-repeat center center; background-size:cover;,"
15


Gangsta Boo (1979-2023)

Rapper

"
984,background: url(https://www.famousbirthdays.com/thumbnails/pine-chris-medium.jpg) no-repeat center center; background-size:cover;,"
16


Notch, 43

Game Designer

"
985,background: url(https://www.famousbirthdays.com/thumbnails/gamble-corey-medium.jpg) no-repeat center center; background-size:cover;,"
17


Flo Rida, 43

Rapper

"
986,background: url(https://www.famousbirthdays.com/thumbnails/saccone-joly-jonathan-medium.jpg) no-repeat center center; background-size:cover;,"
18


Aaron Paul, 43

TV Actor

"
987,background: url(https://www.famousbirthdays.com/thumbnails/savage-ben-medium.jpg) no-repeat center center; background-size:cover;,"
19


Mindy McKnight, 43

YouTube Star

"
988,background: url(https://www.famousbirthdays.com/thumbnails/deschanel-zooey-medium.jpg) no-repeat center center; background-size:cover;,"
20


Caroline Flack (1979-2020)

TV Show Host

"
989,background: url(https://www.famousbirthdays.com/thumbnails/bundchen-gisele-medium.jpg) no-repeat center center; background-size:cover;,"
21


Tiffany Haddish, 43

Comedian

"
990,background: url(https://www.famousbirthdays.com/thumbnails/ashanti-medium.jpg) no-repeat center center; background-size:cover;,"
22


Mama Bee, 43

YouTube Star

"
991,background: url(https://www.famousbirthdays.com/thumbnails/ma-remy-medium.jpg) no-repeat center center; background-size:cover;,"
23


Brandy, 43

R&B Singer

"
992,background: url(https://www.famousbirthdays.com/thumbnails/mizanin-mike-medium.jpg) no-repeat center center; background-size:cover;,"
24


Pete Wentz, 43

Bassist

"
993,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
25


Oscar Isaac, 43

Movie Actor

"
994,background: url(https://www.famousbirthdays.com/thumbnails/thorne-adande-medium.jpg) no-repeat center center; background-size:cover;,"
26


James McAvoy, 43

Movie Actor

"
995,background: url(https://www.famousbirthdays.com/thumbnails/delvecchio-paul-medium.jpg) no-repeat center center; background-size:cover;,"
27


The Game, 43

Rapper

"
996,background: url(https://www.famousbirthdays.com/thumbnails/way-mikey-medium.jpg) no-repeat center center; background-size:cover;,"
28


Jennifer Morrison, 43

TV Actress

"
997,background: url(https://www.famousbirthdays.com/thumbnails/simpson-jessica-medium.jpg) no-repeat center center; background-size:cover;,"
29


Joe Gorga, 43

Reality Star

"
998,background: url(https://www.famousbirthdays.com/thumbnails/carter-n-medium.jpg) no-repeat center center; background-size:cover;,"
30


Lamar Odom, 43

Basketball Player

"
999,background: url(https://www.famousbirthdays.com/thumbnails/gerrard-steven-medium.jpg) no-repeat center center; background-size:cover;,"
31


Colleen Hoover, 43

Novelist

"
1000,background: url(https://www.famousbirthdays.com/thumbnails/markham-daniel-medium.jpg) no-repeat center center; background-size:cover;,"
32


Monique Carrillo, 43

Business Executive

"
1001,background: url(https://www.famousbirthdays.com/thumbnails/ziggler-dolph-medium.jpg) no-repeat center center; background-size:cover;,"
33


Luke Evans, 43

Movie Actor

"
1002,background: url(https://www.famousbirthdays.com/thumbnails/bennett-jase-medium.jpg) no-repeat center center; background-size:cover;,"
34


June Shannon, 43

Reality Star

"
1003,background: url(https://www.famousbirthdays.com/thumbnails/sunak-rishi-medium.jpg) no-repeat center center; background-size:cover;,"
35


Drew Brees, 43

Football Player

"
1004,background: url(https://www.famousbirthdays.com/thumbnails/monica-medium.jpg) no-repeat center center; background-size:cover;,"
36


Rider Strong, 43

TV Actor

"
1005,background: url(https://www.famousbirthdays.com/thumbnails/williams-m-medium.jpg) no-repeat center center; background-size:cover;,"
37


Aaron Ashmore, 43

TV Actor

"
1006,background: url(https://www.famousbirthdays.com/thumbnails/burgos-bernice-medium.jpg) no-repeat center center; background-size:cover;,"
38


Walker Hayes, 43

Country Singer

"
1007,background: url(https://www.famousbirthdays.com/thumbnails/williams-v-medium.jpg) no-repeat center center; background-size:cover;,"
39


Jennifer Love Hewitt, 43

Movie Actress

"
1008,background: url(https://www.famousbirthdays.com/thumbnails/knowles-beyonce-medium.jpg) no-repeat center center; background-size:cover;,"
40


Mindy Kaling, 43

TV Actress

"
